Source_File,Question_Type,Average_Score,Count,Std_Dev
4_uniform_hyp,Co,0.1,10,0.31622776601683794
4_uniform_hyp,E&D,0.4,10,0.45946829173634074
4_uniform_hyp,IR,0.3,10,0.48304589153964794
4_uniform_hyp,TA,0.3,10,0.48304589153964794
csv_data_json_doc,Co,0.0,10,0.0
csv_data_json_doc,E&D,0.4,10,0.5163977794943222
csv_data_json_doc,IR,0.4,10,0.5163977794943222
csv_data_json_doc,TA,0.4,10,0.5163977794943222
kg_data_embedded_doc,Co,0.2,10,0.4216370213557839
kg_data_embedded_doc,E&D,0.35,10,0.4743416490252569
kg_data_embedded_doc,IR,0.6,10,0.5163977794943222
kg_data_embedded_doc,TA,0.3,10,0.42163702135578396
kg_labeled_hyp,Co,0.3,10,0.48304589153964794
kg_labeled_hyp,E&D,0.35,10,0.4743416490252569
kg_labeled_hyp,IR,0.5,10,0.5270462766947299
kg_labeled_hyp,TA,0.1,10,0.31622776601683794
metric_labeled_hyp,Co,0.5,10,0.5270462766947299
metric_labeled_hyp,E&D,0.5,10,0.4714045207910317
metric_labeled_hyp,IR,0.35,10,0.4743416490252569
metric_labeled_hyp,TA,0.4,10,0.5163977794943222
time_labeled_hyp,Co,0.3,10,0.48304589153964794
time_labeled_hyp,E&D,0.3,10,0.42163702135578396
time_labeled_hyp,IR,0.4,10,0.5163977794943222
time_labeled_hyp,TA,0.3,10,0.48304589153964794
unstructured_data_unstructured_doc,Co,0.2,10,0.4216370213557839
unstructured_data_unstructured_doc,E&D,0.6,10,0.5163977794943222
unstructured_data_unstructured_doc,IR,0.6,10,0.5163977794943222
unstructured_data_unstructured_doc,TA,0.5,10,0.5270462766947299
value_labeled_hyp,Co,0.1,10,0.31622776601683794
value_labeled_hyp,E&D,0.35,10,0.4116363011742823
value_labeled_hyp,IR,0.2,10,0.4216370213557839
value_labeled_hyp,TA,0.0,10,0.0
